wdcd,longitude,latitude
E05001514,-0.85463,54.529819
E05001515,-1.03608,54.589321
E05001516,-1.07205,54.609558
E05001517,-1.16192,54.547901
E05001518,-1.17961,54.541512
E05001519,-1.00743,54.584648
E05001520,-0.98252,54.579472
E05001521,-0.98198,54.557911
E05001522,-1.16922,54.571621
E05001523,-1.14366,54.563622
E05001524,-1.0539,54.602409
E05001525,-1.024,54.521839
E05001526,-1.04821,54.609402
E05001806,-0.7578,52.622669
E05001807,-0.69229,52.729649
E05001808,-0.66529,52.672352
E05001809,-0.59158,52.727631
E05001810,-0.57095,52.61742
E05001811,-0.75375,52.691559
E05001812,-0.70132,52.56596
E05001813,-0.68307,52.623489
E05001814,-0.61407,52.638809
E05001815,-0.72613,52.675758
E05001816,-0.75881,52.672771
E05001817,-0.71956,52.668209
E05001818,-0.73532,52.659481
E05001819,-0.50006,52.686279
E05001820,-0.73193,52.583569
E05001821,-0.78194,52.722801
E05001822,-1.16157,52.9618
E05001823,-1.20914,52.979252
E05001824,-1.1816,52.98415
E05001825,-1.16439,52.976151
E05001826,-1.16134,53.001068
E05001827,-1.22223,52.96722
E05001828,-1.1518,52.94199
E05001829,-1.20406,53.003109
E05001830,-1.18082,53.004822
E05001831,-1.17305,52.912571
E05001832,-1.18773,52.90081
E05001833,-1.10993,52.953621
E05001834,-1.18224,52.932781
E05001835,-1.19434,52.96627
E05001836,-1.13587,52.973862
E05001837,-1.17397,52.95689
E05001838,-1.13557,52.959919
E05001839,-1.14757,52.987869
E05001840,-1.1981,52.939388
E05001841,-1.22129,52.94973
E05001935,-2.35912,51.383221
E05001936,-2.36489,51.419201
E05001937,-2.34919,51.329342
E05001938,-2.41963,51.359219
E05001939,-2.33494,51.379311
E05001940,-2.60909,51.366001
E05001941,-2.59031,51.341179
E05001942,-2.55218,51.34742
E05001943,-2.34659,51.362129
E05001944,-2.48858,51.364059
E05001945,-2.52485,51.304298
E05001946,-2.47974,51.408669
E05001947,-2.51262,51.419319
E05001948,-2.50529,51.406311
E05001949,-2.37695,51.385342
E05001950,-2.34542,51.398991
E05001951,-2.37226,51.39632
E05001952,-2.36853,51.364761
E05001953,-2.60112,51.307362
E05001954,-2.47924,51.29187
E05001955,-2.49034,51.280411
E05001956,-2.39636,51.38892
E05001957,-2.38458,51.361881
E05001958,-2.37911,51.372452
E05001959,-2.48628,51.30418
E05001960,-2.42857,51.311581
E05001961,-2.5429,51.38475
E05001962,-2.44689,51.291321
E05001963,-2.46071,51.402599
E05001964,-2.39823,51.370338
E05001965,-2.48113,51.326542
E05001966,-2.40126,51.380211
E05001967,-2.35111,51.392502
E05001968,-2.4652,51.282501
E05001969,-2.38246,51.378422
E05001970,-2.38965,51.400749
E05001971,-2.34826,51.373039
E05002043,-2.61263,51.540352
E05002044,-2.44501,51.429089
E05002045,-2.3679,51.465309
E05002046,-2.55422,51.536968
E05002047,-2.55683,51.544102
E05002048,-2.53936,51.527908
E05002049,-2.43621,51.622131
E05002050,-2.39499,51.544762
E05002051,-2.3237,51.54546
E05002052,-2.4227,51.52718
E05002053,-2.50452,51.493992
E05002054,-2.47698,51.49279
E05002055,-2.57394,51.512009
E05002056,-2.48758,51.549492
E05002057,-2.55034,51.504028
E05002058,-2.51721,51.443359
E05002059,-2.49945,51.466789
E05002060,-2.4284,51.574879
E05002061,-2.49446,51.43697
E05002062,-2.46123,51.44545
E05002063,-2.4879,51.448238
E05002064,-2.5846,51.530312
E05002065,-3.0,50.0
E05002066,-2.49209,51.480991
E05002067,-2.56032,51.611771
E05002068,-2.46167,51.46637
E05002069,-2.50555,51.478321
E05002070,-2.55349,51.523418
E05002071,-2.51424,51.6194
E05002072,-2.51889,51.586281
E05002073,-2.39661,51.52195
E05002074,-2.51542,51.52079
E05002075,-2.5024,51.45739
E05002076,-2.42009,51.537891
E05002077,-2.40748,51.555222
E05002098,-3.49891,50.397469
E05002099,-3.60264,50.429379
E05002100,-3.55097,50.39138
E05002101,-3.57628,50.43882
E05002102,-3.56539,50.463692
E05002103,-3.52258,50.470581
E05002104,-3.57366,50.422878
E05002105,-3.56789,50.448891
E05002106,-3.56579,50.436409
E05002107,-3.51886,50.496181
E05002108,-3.5197,50.384178
E05002109,-3.55789,50.48671
E05002110,-3.53665,50.473148
E05002111,-3.53345,50.495918
E05002112,-3.50793,50.465439
E05002113,-1.82715,50.726742
E05002114,-1.84211,50.72525
E05002115,-1.87558,50.723911
E05002116,-1.8534,50.72575
E05002117,-1.78756,50.723759
E05002118,-1.90379,50.769531
E05002119,-1.91639,50.759789
E05002120,-1.8184,50.742481
E05002121,-1.87183,50.754349
E05002122,-1.85334,50.737282
E05002123,-1.88498,50.761848
E05002124,-1.83378,50.751011
E05002125,-1.88543,50.732449
E05002126,-1.85878,50.76226
E05002127,-1.89768,50.747688
E05002128,-1.80766,50.729191
E05002129,-1.89271,50.717171
E05002130,-1.87258,50.742538
E05002289,-1.17048,51.386108
E05002290,-1.16442,51.50729
E05002291,-1.05048,51.451981
E05002292,-1.19615,51.441551
E05002293,-1.03367,51.41457
E05002294,-1.03922,51.44352
E05002295,-1.30225,51.459129
E05002296,-1.30174,51.40773
E05002297,-1.27974,51.43087
E05002298,-1.22756,51.49263
E05002299,-1.3658,51.51725
E05002300,-1.34182,51.382751
E05002301,-1.29783,51.384541
E05002302,-1.52218,51.41716
E05002303,-1.43193,51.413509
E05002304,-1.50551,51.500431
E05002305,-1.03597,51.389172
E05002306,-1.33031,51.407982
E05002307,-1.10909,51.474869
E05002308,-1.07499,51.466228
E05002309,-1.32973,51.390129
E05002310,-1.34951,51.43465
E05002311,-1.11488,51.423359
E05002312,-1.26087,51.402012
E05002313,-1.24671,51.410641
E05002314,-1.24558,51.384991
E05002315,-1.2807,51.404732
E05002316,-1.07521,51.436081
E05002317,-1.31381,51.402191
E05002318,-1.04643,51.469681
E05002349,-0.66618,51.417149
E05002350,-0.73267,51.52647
E05002351,-0.75223,51.546909
E05002352,-0.7459,51.51717
E05002353,-0.70412,51.483551
E05002354,-0.61384,51.480049
E05002355,-0.62513,51.475361
E05002356,-0.64335,51.485161
E05002357,-0.64735,51.475761
E05002358,-0.75005,51.49971
E05002359,-0.57262,51.481651
E05002360,-0.6017,51.4851
E05002361,-0.62891,51.498089
E05002362,-0.73,51.536331
E05002363,-0.54772,51.466209
E05002364,-0.79824,51.498489
E05002365,-0.71023,51.535519
E05002366,-0.61291,51.434368
E05002367,-0.71893,51.515709
E05002368,-0.63203,51.460201
E05002369,-0.75819,51.533009
E05002370,-0.63239,51.397659
E05002371,-0.66557,51.399109
E05002716,0.323964,52.193352
E05002717,0.311779,52.287849
E05002718,0.458357,52.227989
E05002719,0.221455,52.444271
E05002720,0.400247,52.2005
E05002721,0.335809,52.421539
E05002722,0.28044,52.41848
E05002723,0.236364,52.387951
E05002724,0.254657,52.403439
E05002725,0.422864,52.296879
E05002726,0.141741,52.354939
E05002727,0.403409,52.346321
E05002728,0.351187,52.469769
E05002729,0.286155,52.479771
E05002730,0.316859,52.351509
E05002731,0.343097,52.32671
E05002732,0.204848,52.34914
E05002733,0.071993,52.397442
E05002734,0.292695,52.247921
E05003114,-3.3483,54.664429
E05003115,-3.29524,54.772171
E05003116,-3.16951,54.702648
E05003117,-3.40513,54.685299
E05003118,-3.37116,54.660221
E05003119,-3.47719,54.63929
E05003120,-3.31273,54.62513
E05003121,-3.42511,54.621181
E05003122,-3.17304,54.536308
E05003123,-3.44308,54.723572
E05003124,-3.47997,54.709171
E05003125,-3.45424,54.691952
E05003126,-3.50527,54.69088
E05003127,-3.51673,54.620491
E05003128,-3.36336,54.819771
E05003129,-3.0841,54.549
E05003130,-3.18653,54.930691
E05003131,-3.55037,54.629539
E05003132,-3.56234,54.621799
E05003133,-3.49476,54.718578
E05003134,-3.54238,54.638161
E05003135,-3.54959,54.65958
E05003136,-3.50102,54.665859
E05003137,-3.35197,54.865238
E05003138,-3.3657,54.780529
E05003139,-3.51135,54.647911
E05003140,-3.12507,54.874649
E05003141,-3.08858,54.761372
E05003142,-3.19646,54.850342
E05003143,-3.3068,54.737549
E05003144,-3.16308,54.823071
E05003158,-2.9519,54.916908
E05003159,-2.97743,54.894779
E05003160,-2.90111,54.891472
E05003161,-2.73305,54.938042
E05003162,-3.04943,54.898811
E05003163,-2.94414,54.897591
E05003164,-2.92932,54.88232
E05003165,-2.95432,54.83057
E05003166,-2.94732,54.881611
E05003167,-2.7023,54.867378
E05003168,-2.90475,54.878078
E05003169,-2.77624,54.904449
E05003170,-2.63736,54.98798
E05003171,-2.98168,54.99527
E05003172,-2.77971,55.073978
E05003173,-2.96122,54.88084
E05003174,-2.91847,54.89254
E05003175,-2.84908,54.948429
E05003176,-2.93189,54.908649
E05003177,-2.92265,54.874241
E05003178,-2.83194,54.869911
E05003179,-2.97596,54.885109
E05003180,-3.50281,54.566551
E05003181,-3.49215,54.453201
E05003182,-3.35943,54.317551
E05003183,-3.56926,54.554798
E05003184,-3.5196,54.523251
E05003185,-3.50135,54.50655
E05003186,-3.53456,54.585659
E05003187,-3.54595,54.503441
E05003188,-3.54491,54.479679
E05003189,-3.39003,54.525311
E05003190,-3.50064,54.537941
E05003191,-3.37424,54.44342
E05003192,-3.58266,54.544552
E05003193,-3.30084,54.198219
E05003194,-3.55869,54.541592
E05003195,-3.56765,54.543339
E05003196,-3.27776,54.215149
E05003197,-3.59351,54.54092
E05003198,-3.26545,54.289291
E05003199,-3.57512,54.524948
E05003200,-3.5521,54.563141
E05003201,-3.26164,54.204601
E05003202,-3.59201,54.49292
E05003203,-3.60184,54.515282
E05003204,-3.29593,54.40657
E05003303,-1.29064,53.291569
E05003304,-1.33389,53.125351
E05003305,-1.29817,53.247131
E05003306,-1.26987,53.235882
E05003307,-1.29993,53.226871
E05003308,-1.25863,53.282921
E05003309,-1.27863,53.267071
E05003311,-1.32721,53.09005
E05003312,-1.24255,53.182011
E05003313,-1.26139,53.218239
E05003314,-1.20849,53.204048
E05003315,-1.21329,53.209942
E05003316,-1.22395,53.209862
E05003317,-1.21081,53.190979
E05003318,-1.23165,53.200829
E05003319,-1.32712,53.108521
E05003320,-1.34726,53.100552
E05003321,-1.31856,53.17482
E05003417,-1.49861,53.168831
E05003418,-1.52717,53.285412
E05003419,-1.50149,53.23093
E05003420,-1.42066,53.17308
E05003421,-1.41256,53.15799
E05003422,-1.45487,53.312439
E05003423,-1.46644,53.305599
E05003424,-1.4644,53.295952
E05003425,-1.5009,53.308941
E05003426,-1.36885,53.309528
E05003427,-1.3592,53.300442
E05003428,-1.48852,53.29726
E05003429,-1.3897,53.205059
E05003430,-1.34062,53.196339
E05003431,-1.30181,53.32251
E05003432,-1.32458,53.318218
E05003433,-1.38292,53.184891
E05003434,-1.37831,53.152828
E05003435,-1.32785,53.29739
E05003436,-1.42271,53.32032
E05003437,-1.42077,53.125771
E05003438,-1.3551,53.223961
E05003439,-1.41014,53.192848
E05003440,-1.41567,53.294399
E05003441,-1.43586,53.202621
E05003459,-2.94405,50.787189
E05003460,-3.00464,50.780609
E05003461,-3.13863,50.7019
E05003462,-3.41344,50.76799
E05003463,-3.33818,50.641899
E05003464,-3.42467,50.705078
E05003465,-3.12245,50.760639
E05003466,-3.23017,50.86129
E05003467,-3.52094,50.784801
E05003468,-3.38122,50.645248
E05003469,-3.40775,50.634171
E05003470,-3.37849,50.61972
E05003471,-3.4153,50.622341
E05003472,-3.37008,50.636608
E05003475,-3.17923,50.799919
E05003476,-3.05144,50.778709
E05003477,-3.30195,50.703251
E05003478,-3.12977,50.850231
E05003480,-3.26569,50.749748
E05003481,-3.3154,50.668839
E05003482,-3.07418,50.71402
E05003483,-3.21379,50.720669
E05003484,-3.24847,50.705139
E05003485,-3.25457,50.687141
E05003486,-3.29285,50.823479
E05003487,-2.99923,50.731022
E05003489,-3.40412,50.662899
E05003490,-3.03174,50.82996
E05003533,-4.0,50.0
E05003534,-3.75518,51.014099
E05003535,-3.92919,51.12656
E05003536,-4.13102,51.127789
E05003537,-4.19939,51.097351
E05003538,-4.05357,51.079151
E05003540,-3.8174,50.919769
E05003541,-4.01867,51.195412
E05003542,-4.03574,51.07547
E05003543,-4.13434,51.06242
E05003544,-4.15178,51.163052
E05003545,-4.125,51.099129
E05003546,-4.12928,51.207031
E05003547,-4.09776,51.194469
E05003548,-4.13315,51.190639
E05003549,-4.14759,51.03566
E05003551,-4.07662,51.073132
E05003552,-3.80843,51.208801
E05003553,-4.0185,51.13448
E05003554,-4.04541,51.069462
E05003555,-3.80956,51.074928
E05003556,-4.0,50.0
E05003557,-3.85626,51.018002
E05003558,-3.6703,50.951111
E05003559,-4.0377,51.083752
E05003591,-3.7626,50.530289
E05003592,-3.54614,50.571911
E05003593,-3.70574,50.6119
E05003594,-3.64069,50.54007
E05003595,-3.58195,50.52277
E05003596,-3.60733,50.532951
E05003597,-3.61772,50.610161
E05003599,-3.46737,50.596882
E05003600,-3.49752,50.578579
E05003601,-3.71158,50.558891
E05003602,-3.63328,50.485691
E05003603,-3.53394,50.668678
E05003604,-3.49963,50.61871
E05003605,-3.57025,50.50938
E05003606,-3.5761,50.570969
E05003607,-3.62435,50.563251
E05003608,-3.79363,50.627029
E05003609,-3.522,50.525799
E05003610,-3.65118,50.72509
E05003611,-3.50838,50.563019
E05003612,-3.49383,50.558041
E05003613,-3.51145,50.553581
E05003614,-3.65909,50.675789
E05003615,-4.21992,51.05275
E05003616,-4.12786,50.99894
E05003617,-4.21683,51.020741
E05003618,-4.2268,51.008011
E05003619,-4.29876,50.682121
E05003620,-4.12907,50.890759
E05003621,-4.38621,50.9645
E05003622,-4.23968,50.82634
E05003623,-4.24733,50.77002
E05003624,-4.45411,50.962109
E05003625,-4.35071,50.840679
E05003626,-4.29281,50.99107
E05003627,-4.20665,50.968929
E05003628,-4.21838,51.04171
E05003629,-4.21947,51.02742
E05003630,-4.21722,50.87854
E05003631,-4.42691,50.81551
E05003632,-4.05297,50.903381
E05003633,-4.14031,50.961681
E05003634,-4.04841,50.98138
E05003635,-4.29415,50.909561
E05003636,-4.23883,51.03788
E05003637,-3.95139,50.879799
E05003660,-1.76107,50.759449
E05003661,-1.74988,50.739761
E05003662,-1.70043,50.74094
E05003663,-1.79215,50.74733
E05003664,-1.74009,50.731758
E05003665,-1.69287,50.747238
E05003666,-1.79345,50.741611
E05003667,-2.0,50.0
E05003668,-1.82789,50.775539
E05003669,-2.0,50.0
E05003670,-1.72786,50.744049
E05003770,-2.44951,50.644871
E05003771,-2.45206,50.619129
E05003772,-2.42352,50.64463
E05003773,-2.45354,50.627159
E05003774,-2.42963,50.548019
E05003775,-2.44496,50.537701
E05003776,-2.46904,50.576649
E05003777,-2.47921,50.662731
E05003778,-2.46524,50.61013
E05003779,-2.47043,50.619431
E05003780,-2.47985,50.608898
E05003781,-2.47143,50.63776
E05003782,-2.45473,50.601429
E05003783,-2.4672,50.5993
E05003784,-2.47703,50.594971
E05003920,0.295714,50.776031
E05003921,0.278168,50.799679
E05003922,0.300199,50.805569
E05003923,0.241721,50.75248
E05003924,0.241781,50.774212
E05003925,0.249723,50.79488
E05003926,0.299158,50.792179
E05003927,0.3229,50.790489
E05003928,0.275374,50.777809
E05003945,0.006729,50.919361
E05003946,-0.03722,50.961128
E05003947,-0.10616,50.914951
E05003948,-0.01696,50.80402
E05003949,-0.00533,50.842812
E05003950,0.028243,50.876492
E05003951,0.003146,50.876991
E05003952,-0.00846,50.871159
E05003953,0.062534,50.794472
E05003954,0.040881,50.79644
E05003955,0.025341,50.966282
E05003956,0.069055,50.865292
E05003957,0.016227,50.792358
E05003958,0.004974,50.80426
E05003959,-0.00261,50.795341
E05003960,-0.05331,50.919708
E05003961,0.100902,50.774479
E05003962,0.132969,50.771599
E05003963,0.122446,50.78886
E05003964,0.113803,50.770561
E05003965,0.088331,50.787762
E05003966,0.481018,50.915859
E05003967,0.580087,50.92358
E05003968,0.470203,50.841099
E05003969,0.449048,50.837769
E05003970,0.415793,50.902592
E05003971,0.410751,50.969318
E05003972,0.780303,50.954868
E05003973,0.540722,50.959011
E05003974,0.452018,50.8451
E05003975,0.651784,50.900131
E05003976,0.483152,50.853031
E05003977,0.63481,50.983089
E05003978,0.728883,50.942532
E05003979,0.487632,50.841358
E05003980,0.411932,50.84409
E05003981,0.507006,50.85537
E05003982,0.459884,50.851509
E05003983,0.503283,51.002449
E05003984,0.470631,50.863449
E05003985,0.405654,51.038811
E05003986,0.14295,50.836971
E05003987,0.161176,51.010818
E05003988,0.177488,50.9119
E05003989,0.216302,50.999981
E05003990,0.17463,51.043629
E05003991,0.188844,51.050701
E05003992,0.175519,51.058949
E05003993,0.140089,51.048229
E05003994,0.150888,51.04266
E05003995,0.051446,51.01601
E05003996,0.191573,50.791908
E05003997,0.043712,51.09169
E05003998,0.141306,50.952999
E05003999,0.217938,51.094299
E05004000,0.271646,50.874409
E05004001,0.280107,50.85437
E05004002,0.253482,50.853828
E05004003,0.08164,51.080509
E05004004,0.304259,50.96492
E05004005,0.272006,50.98225
E05004006,0.2282,50.879639
E05004007,0.325435,50.879539
E05004008,0.250635,50.932461
E05004009,0.278136,51.013149
E05004010,0.388383,50.864479
E05004011,0.321722,50.832001
E05004012,0.244782,50.828571
E05004013,0.243054,50.817108
E05004014,0.200077,51.041149
E05004015,0.093136,50.971359
E05004016,0.096718,50.966129
E05004017,0.094701,50.981461
E05004018,0.099326,50.956379
E05004019,0.322326,51.061821
E05004020,0.216953,50.797199
E05004226,0.996867,51.850891
E05004227,1.140281,51.795799
E05004228,0.973654,51.915722
E05004229,1.177962,51.865421
E05004230,1.123101,51.808311
E05004231,1.126851,51.922722
E05004232,1.016554,51.820839
E05004233,1.179334,51.815849
E05004234,1.243565,51.832859
E05004235,1.109817,51.782291
E05004236,1.217736,51.905231
E05004237,1.06969,51.8452
E05004238,1.243245,51.84375
E05004239,1.286856,51.942928
E05004240,1.273286,50.0
E05004241,1.24623,51.928928
E05004242,1.261513,51.930431
E05004243,1.212251,51.809818
E05004244,1.217463,51.834278
E05004245,1.256188,51.856091
E05004246,1.033827,51.939522
E05004247,1.141899,51.837421
E05004248,1.097007,51.8797
E05004249,1.139269,51.800659
E05004250,1.153962,51.790852
E05004251,1.196856,51.927761
E05004252,1.129459,51.794121
E05004253,1.185875,51.803478
E05004254,1.13345,51.783489
E05004255,1.154235,51.81324
E05004256,1.153401,51.802761
E05004257,1.073533,51.800362
E05004258,1.167333,51.799122
E05004259,1.010665,51.885262
E05004260,1.274023,51.865669
E05004336,-3.0,50.0
E05004337,-2.46895,51.763142
E05004338,-2.61517,51.809422
E05004339,-2.44576,51.86401
E05004340,-2.57612,51.752628
E05004341,-2.42685,51.987949
E05004342,-2.61135,51.820148
E05004343,-2.37876,51.869419
E05004344,-2.49379,51.824322
E05004345,-2.53106,51.825802
E05004346,-2.62501,51.794788
E05004347,-2.60976,51.78286
E05004348,-2.3199,51.921452
E05004349,-3.0,50.0
E05004350,-2.49898,51.795818
E05004351,-2.55419,51.845081
E05004352,-2.508,51.732021
E05004353,-2.51495,51.743061
E05004354,-2.49698,51.866119
E05004355,-2.40377,51.9272
E05004356,-2.63714,51.75666
E05004357,-2.40914,51.819809
E05004358,-2.41976,51.934608
E05004359,-2.54407,51.771961
E05004360,-2.35953,51.970798
E05004361,-2.38285,51.905079
E05004362,-2.64694,51.670368
E05004408,-2.10372,51.99231
E05004412,-2.17482,51.890339
E05004416,-2.08122,51.94952
E05004418,-2.26406,51.945679
E05004420,-2.20764,51.8927
E05004422,-2.11617,52.00576
E05004425,-2.12842,52.001068
E05004427,-2.15737,51.995258
E05004428,-2.15164,52.02652
E05004459,-0.98366,51.156059
E05004460,-0.97222,51.140228
E05004461,-0.96915,51.155231
E05004462,-0.97715,51.14864
E05004463,-0.9931,51.152061
E05004464,-0.9732,51.162029
E05004465,-0.86798,51.17514
E05004466,-0.80364,51.088699
E05004467,-0.95079,50.931149
E05004468,-1.06175,51.146099
E05004469,-0.98829,50.98967
E05004470,-1.05544,51.116379
E05004471,-1.00233,51.038589
E05004472,-0.7682,51.110069
E05004473,-0.81603,51.126339
E05004474,-0.98072,51.183159
E05004475,-1.02288,50.927078
E05004476,-1.00015,50.929161
E05004477,-0.99076,50.91869
E05004478,-1.01369,50.91048
E05004479,-1.00669,50.914249
E05004480,-0.84659,51.119678
E05004481,-0.89222,51.038509
E05004482,-0.94453,51.010632
E05004483,-0.94302,50.997742
E05004484,-0.91923,50.997761
E05004485,-0.91789,51.005791
E05004486,-0.92419,51.01387
E05004487,-0.93769,51.006859
E05004488,-1.05759,51.076019
E05004489,-0.97144,50.893391
E05004490,-0.9011,51.111851
E05004491,-0.91557,51.063141
E05004492,-0.86181,51.107868
E05004493,-0.84945,51.11137
E05004494,-0.87615,51.110802
E05004495,-0.85883,51.124569
E05004496,-0.86141,51.083431
E05004628,-1.49677,50.990231
E05004629,-1.46519,51.239559
E05004630,-1.4572,51.024029
E05004631,-1.59656,51.191441
E05004632,-1.51179,51.176201
E05004633,-1.57861,50.989288
E05004634,-1.47636,51.285709
E05004635,-1.54586,51.10952
E05004636,-1.50425,51.2258
E05004637,-1.44586,50.952431
E05004638,-1.48434,50.997211
E05004639,-1.57846,51.05125
E05004640,-1.39775,51.173908
E05004641,-1.50198,51.213032
E05004642,-1.46408,51.06617
E05004643,-1.52471,51.20533
E05004644,-1.43305,50.98381
E05004645,-1.60982,51.15131
E05004646,-1.60129,51.227051
